,Date,Close,Volume,Open,High,Low,H-L,O-C,SMA_7,SMA_14,SMA_21,SD_7,SD_21
462,8/27/2021,372.63,11219140,365.1,373.74,364.08,9.660000000000025,-7.529999999999973,378.34857142857146,377.33714285714285,369.3490476190476,3.680291784503639,12.473078571368616
463,8/26/2021,364.38,7888683,368.38,369.44,364.13,5.310000000000002,4.0,375.8057142857143,376.71714285714285,369.86333333333334,6.006185303901208,12.004224395322218
464,8/25/2021,368.39,9684519,365.6,370.86,365.4,5.460000000000036,-2.7899999999999636,374.68142857142857,376.32214285714286,370.59809523809525,6.6129152133597175,11.373519076802557
465,8/24/2021,365.51,9235148,363.66,367.96,361.84,6.1200000000000045,-1.849999999999966,373.2857142857143,375.53499999999997,371.5290476190477,7.44428831866856,9.969432232957615
466,8/23/2021,363.35,10942010,359.44,365.69,359.1,6.589999999999975,-3.910000000000025,370.61428571428576,374.59499999999997,372.48809523809524,7.123371994460538,7.853039933069931
467,8/20/2021,359.37,8697667,354.6,359.99,353.31,6.680000000000007,-4.769999999999982,367.7557142857143,373.21500000000003,372.5780952380952,7.033855882193221,7.681393505763845
468,8/19/2021,355.12,12004540,351.35,357.57,351.0,6.569999999999993,-3.769999999999982,364.10714285714283,371.5807142857143,372.55047619047616,5.727229447376095,7.745886312218861
469,8/18/2021,355.45,10042380,356.25,359.86,355.15,4.710000000000036,0.8000000000000114,361.65285714285716,370.00071428571425,372.1090476190476,5.114511101714226,8.446872145802487
470,8/17/2021,358.45,12328740,362.98,364.67,355.07,9.600000000000023,4.53000000000003,360.80571428571426,368.3057142857143,371.41333333333336,5.0784966842031745,8.951239765152554
471,8/16/2021,366.56,11232270,362.52,366.95,357.38,9.569999999999993,-4.0400000000000205,360.5442857142857,367.61285714285714,371.0628571428571,4.652217597174772,8.992179459312768
472,8/13/2021,363.18,7195724,362.97,364.66,361.48,3.180000000000007,-0.20999999999997954,360.21142857142866,366.74857142857144,370.4271428571429,4.308361748091144,9.05800427403777
473,8/12/2021,362.65,7175206,358.45,363.0,357.11,5.889999999999986,-4.199999999999989,360.1114285714285,365.36285714285714,369.76714285714286,4.23079751572698,9.09748324694729
474,8/11/2021,359.96,8400332,362.1,362.36,357.81,4.550000000000011,2.140000000000043,360.19571428571425,363.9757142857143,368.8752380952381,4.219426727032465,9.097091083988964
475,8/10/2021,361.13,7469878,361.83,364.1,359.04,5.060000000000002,0.6999999999999886,361.05428571428575,362.5807142857143,368.0719047619047,3.5770418744351806,8.995322461723742
476,8/9/2021,361.61,7798872,363.76,365.78,360.75,5.029999999999973,2.1499999999999773,361.9342857142857,361.7935714285714,367.31190476190477,2.590089169275109,8.825330939426115
477,8/6/2021,363.51,8925017,361.4,365.15,361.4,3.75,-2.1100000000000136,362.65714285714284,361.7314285714286,366.42285714285714,2.1188181791330973,8.168613800914278
478,8/5/2021,362.97,10247210,359.64,363.9,356.9,7.0,-3.330000000000041,362.14428571428573,361.3442857142858,365.79,1.2884597671106826,7.87803021065011
479,8/4/2021,358.92,14180570,352.42,360.48,351.51,8.970000000000027,-6.5,361.5357142857143,360.87357142857144,365.01095238095235,1.667911439934047,7.699541482941366
480,8/3/2021,351.24,12406050,352.73,353.77,347.7,6.069999999999993,1.490000000000009,359.9057142857143,360.00857142857143,363.5438095238095,4.1403174481509115,7.210291586463112
481,8/2/2021,351.95,13180440,358.1,359.4,350.74,8.659999999999968,6.150000000000034,358.76142857142855,359.4785714285714,362.23761904761903,5.114979402279991,6.661714422544326
482,7/30/2021,356.3,15976180,354.0,360.73,352.94,7.7900000000000205,-2.3000000000000114,358.07142857142856,359.5628571428571,361.07761904761907,5.067772122515826,5.268692347018846
483,7/29/2021,358.32,33413240,361.0,365.52,356.74,8.779999999999973,2.680000000000007,357.6014285714286,359.76785714285717,360.3961904761905,4.831974850143074,4.580273437451154
484,7/28/2021,373.28,29676910,374.56,377.55,366.93,10.620000000000005,1.2800000000000296,358.9971428571429,360.82714285714286,360.82,7.498423643866181,5.319436060327812
485,7/27/2021,367.81,15705450,371.91,373.15,364.55,8.599999999999966,4.100000000000023,359.6885714285714,360.9164285714286,360.79238095238094,8.12295600663629,5.279522615496114
486,7/26/2021,372.46,14925220,369.58,374.44,368.22,6.21999999999997,-2.8799999999999955,361.6228571428571,361.5792857142857,361.1233333333333,9.418270744120615,5.783789703408072
487,7/23/2021,369.79,33694330,360.91,375.33,357.19,18.139999999999986,-8.879999999999995,364.2728571428571,362.0892857142857,361.43,8.582578700069822,6.071336755601352
488,7/22/2021,351.19,12385440,346.68,351.54,345.21,6.330000000000041,-4.509999999999991,364.1642857142857,361.46285714285716,361.0404761904762,8.767266501298842,6.460070801610513
489,7/21/2021,346.23,9279657,341.5,346.52,341.25,5.269999999999982,-4.730000000000018,362.7257142857143,360.3985714285714,360.6171428571429,10.851228589648102,7.12455271778428
490,7/20/2021,341.66,11024280,338.8,343.45,334.5,8.949999999999989,-2.8600000000000136,360.3457142857143,358.97357142857146,359.9604761904762,13.485783696352078,8.181697547686587
491,7/19/2021,336.95,14372350,337.57,339.79,334.54,5.25,0.6200000000000045,355.1557142857143,357.07642857142855,358.93666666666667,14.621383720592055,9.602062452059423
492,7/16/2021,341.16,11026090,344.91,345.99,340.14,5.850000000000023,3.75,351.34857142857146,355.5185714285714,357.7271428571429,14.241944423161192,10.176356982166437
493,7/15/2021,344.46,14781590,349.23,349.23,340.22,9.009999999999991,4.770000000000039,347.34857142857146,354.4857142857143,356.8357142857143,10.853247484159336,10.489901606507184
494,7/14/2021,347.63,13894220,354.56,355.2,346.73,8.46999999999997,6.930000000000007,344.1828571428572,354.2278571428571,356.1204761904762,4.70933722968381,10.585265927780046
495,7/13/2021,352.09,11455960,351.5,358.49,348.8,9.689999999999998,-0.589999999999975,344.3114285714286,354.23785714285714,355.74571428571426,4.9392017862953415,10.58184887976587
496,7/12/2021,353.16,10018620,351.23,354.19,349.64,4.550000000000011,-1.9300000000000068,345.3014285714286,354.0135714285714,355.3661904761905,5.9739697258810605,10.521837043112829
497,7/9/2021,350.42,13018690,345.32,350.71,345.27,5.439999999999998,-5.100000000000023,346.55285714285714,353.44928571428574,354.8333333333333,6.001487910750692,10.47305606464751
498,7/8/2021,345.65,14406460,345.73,348.33,342.56,5.769999999999982,0.08000000000004093,347.79571428571427,351.4757142857143,353.98285714285714,4.356882896229648,10.458388089399259
499,7/7/2021,350.49,14218870,355.26,356.49,350.0,6.490000000000009,4.769999999999982,349.12857142857143,350.23857142857145,353.3885714285714,3.28343026204983,10.275145393475453
500,7/6/2021,352.78,13488460,356.5,358.79,349.18,9.610000000000014,3.7200000000000273,350.31714285714287,348.8328571428571,353.0961904761905,2.7789069451052866,10.196937518776009
501,7/2/2021,354.7,11524610,355.1,356.44,352.62,3.819999999999993,0.4000000000000341,351.32714285714286,347.755,353.2609523809524,2.920671807915883,10.193398307117016
502,7/1/2021,354.39,17137020,346.82,354.67,346.5,8.170000000000016,-7.569999999999993,351.6557142857142,347.9835714285714,353.37714285714287,3.141798089967932,10.191614270001018
503,6/30/2021,347.71,15107510,352.17,352.92,347.17,5.75,4.460000000000036,350.8771428571428,348.0892857142857,352.96809523809526,3.373621764447597,10.240702426610845
504,6/29/2021,351.89,21417310,356.27,356.74,349.05,7.689999999999998,4.3799999999999955,351.0871428571428,348.82000000000005,352.66190476190474,3.3861517700118777,10.168555265640903
505,6/28/2021,355.64,29156130,342.46,358.14,341.77,16.370000000000005,-13.180000000000007,352.5142857142858,350.15500000000003,351.82190476190476,2.7599810213344362,9.04692191800026
506,6/25/2021,341.37,14594440,342.59,344.12,339.68,4.439999999999998,1.2199999999999704,351.2114285714286,350.16999999999996,350.5628571428572,5.064916677736341,8.536011447303059
507,6/24/2021,343.18,12329100,341.85,344.9,341.79,3.109999999999957,-1.329999999999984,349.84,350.07857142857137,349.16857142857145,5.813748073893228,7.040833960338819
508,6/23/2021,340.59,14817820,339.35,343.42,338.2,5.220000000000027,-1.2399999999999523,347.82428571428574,349.5757142857143,347.77809523809526,6.2756031772352765,5.473634641661228
509,6/22/2021,339.03,15345300,332.69,339.92,332.6,7.319999999999993,-6.339999999999975,345.63,348.64285714285717,347.1990476190476,6.282592352420823,5.731755319929204
510,6/21/2021,332.29,11337520,331.09,332.92,327.65,5.270000000000039,-1.2000000000000455,343.4271428571428,347.15214285714285,346.53523809523807,7.921352397763483,6.592220884526991
511,6/18/2021,329.66,23039460,334.53,336.15,329.0,7.149999999999977,4.869999999999948,340.2514285714286,345.6692857142857,345.9638095238096,8.404414372959579,7.494318165238408
512,6/17/2021,336.51,17794080,330.49,337.98,330.15,7.830000000000041,-6.019999999999982,337.5185714285714,345.01642857142855,345.9428571428571,4.978548746278924,7.521345054475896
513,6/16/2021,331.08,17232160,336.7,337.55,328.72,8.829999999999984,5.6200000000000045,336.04857142857145,343.63,345.4628571428571,5.167383053255789,8.138190918655633
514,6/15/2021,336.75,15795230,336.99,339.92,335.03,4.890000000000043,0.2400000000000091,335.13,342.485,345.0957142857143,4.162118851421787,8.356675518063586
515,6/14/2021,336.77,12250800,331.9,336.82,329.81,7.009999999999991,-4.8700000000000045,334.58428571428567,341.20428571428573,344.5785714285714,3.5292296474994584,8.526310037587212
516,6/11/2021,331.26,13587920,332.58,332.83,328.93,3.8999999999999773,1.3199999999999932,333.4742857142857,339.5521428571428,343.58666666666664,3.0928565929879444,8.815499607693877
517,6/10/2021,332.46,13240230,330.79,333.94,328.55,5.389999999999986,-1.669999999999959,333.4985714285714,338.4628571428571,342.6009523809524,3.082658098526021,8.848758051135567
518,6/9/2021,330.25,13727950,335.74,336.8,330.0,6.800000000000011,5.490000000000009,333.5828571428571,336.9171428571428,341.6404761904762,2.9660732418835583,9.049989213353909
519,6/8/2021,333.68,14580460,336.7,338.3,332.24,6.060000000000002,3.019999999999982,333.17857142857144,335.34857142857146,341.07047619047614,2.6796357250706238,9.161102813625773
520,6/7/2021,336.58,20136710,329.48,337.69,328.93,8.759999999999991,-7.099999999999966,333.9642857142857,335.00642857142856,340.4080952380952,2.766675846231795,8.946338144201423
521,6/4/2021,330.35,13289380,325.9,332.46,325.18,7.279999999999973,-4.4500000000000455,333.05,334.09000000000003,339.34,2.750103028377978,8.731790194451365
522,6/3/2021,326.04,12610790,325.78,327.38,323.48,3.8999999999999773,-0.26000000000004775,331.51714285714286,333.05071428571426,337.97523809523807,3.2719143952051497,8.44609236217512
523,6/2/2021,329.15,11654280,330.38,331.87,327.12,4.75,1.2300000000000182,331.2157142857142,332.34499999999997,336.7733333333333,3.3944506533638235,7.761552250242855
524,6/1/2021,329.13,11765910,330.15,331.42,326.64,4.78000000000003,1.0199999999999818,330.73999999999995,332.1192857142857,335.8885714285714,3.424217672212657,7.50734592629508
525,5/28/2021,328.73,12037430,331.0,332.87,328.33,4.5400000000000205,2.269999999999982,330.5228571428571,332.0528571428572,334.7857142857143,3.5076474275812335,6.696499511998943
526,5/27/2021,332.75,20477730,328.0,333.78,326.76,7.019999999999982,-4.75,330.39,331.7842857142858,333.6957142857143,3.3835533590236313,4.696567439545818
527,5/26/2021,327.66,9686917,328.35,329.83,325.82,4.009999999999991,0.6899999999999977,329.1157142857143,331.54,333.04285714285714,2.1000306120281023,4.52625357536314
528,5/25/2021,327.79,16436970,327.08,329.18,324.8,4.3799999999999955,-0.7100000000000364,328.75,330.90000000000003,332.31,2.0719797296369658,4.020519866872451
529,5/24/2021,324.63,16445360,318.21,325.95,318.03,7.920000000000016,-6.420000000000016,328.54857142857145,330.03285714285715,331.55,2.4188456514917966,3.8832074371472904
530,5/21/2021,316.23,13600900,319.29,319.93,315.81,4.1200000000000045,3.0600000000000023,326.70285714285717,328.9592857142857,330.4642857142857,5.206466217715882,4.772754520630786
531,5/20/2021,318.61,17320240,313.58,319.25,313.16,6.089999999999975,-5.03000000000003,325.2,327.9700000000001,329.8128571428572,5.865676999860526,5.403068704772059
532,5/19/2021,313.59,19106240,304.19,314.66,303.57,11.090000000000032,-9.399999999999977,323.0371428571429,326.78000000000003,329.04761904761904,7.0240366226420425,6.460353631770847
533,5/18/2021,309.96,14522400,315.59,316.5,309.81,6.689999999999998,5.6299999999999955,319.7814285714286,325.0857142857143,327.78333333333336,7.05333119542865,7.449183400430471
534,5/17/2021,315.46,15371050,313.55,315.68,311.58,4.100000000000023,-1.9099999999999682,318.0385714285714,323.57714285714286,327.0395238095238,6.242821019838717,7.871419488365502
535,5/14/2021,315.94,19245720,309.54,316.85,309.08,7.770000000000039,-6.399999999999977,316.3457142857143,322.54785714285714,326.04857142857145,4.5293518930917935,7.897687184046875
536,5/13/2021,305.26,18079160,306.08,308.86,302.77,6.090000000000032,0.8199999999999932,313.57857142857137,321.0635714285714,324.54809523809524,4.541554170737137,8.71035281664248
537,5/12/2021,302.55,24641010,301.13,304.96,298.19,6.769999999999982,-1.420000000000016,311.6242857142857,319.1635714285714,323.18095238095236,5.9388406757088585,9.790354388250426
538,5/11/2021,306.53,18920090,300.75,306.84,299.69,7.149999999999977,-5.779999999999973,309.8985714285714,317.54928571428576,321.94619047619045,5.2903037990024435,10.18861348574084
539,5/10/2021,305.97,24239170,314.35,314.58,304.83,9.75,8.379999999999995,308.81,315.9235714285714,320.79,5.1870993821234395,10.569697252046305
540,5/7/2021,319.08,15916740,322.38,322.94,318.75,4.189999999999998,3.3000000000000114,310.11285714285714,314.94714285714286,320.0947619047619,6.502619252492219,10.151333714856948
541,5/6/2021,320.02,19012240,314.52,320.24,313.28,6.960000000000036,-5.5,310.7642857142857,314.40142857142854,319.30619047619047,7.3063142945984625,9.423840234311058
542,5/5/2021,315.02,15577610,318.19,321.06,314.49,6.569999999999993,3.170000000000016,310.6328571428571,313.4892857142857,318.5761904761905,7.205270557692406,9.1142473502654
543,5/4/2021,318.36,24032560,320.03,322.19,313.12,9.069999999999993,1.669999999999959,312.5042857142857,313.0414285714286,318.2104761904762,7.278060311977843,8.952428986695164
544,5/3/2021,322.58,18719460,326.17,328.55,321.84,6.710000000000036,3.590000000000032,315.36571428571426,313.495,317.89761904761906,6.619903969957081,8.66107320414359
545,4/30/2021,325.08,26332420,326.14,329.82,324.5,5.319999999999993,1.0600000000000023,318.0157142857143,313.95714285714286,317.70476190476194,6.1924520106971,8.440743225000462
546,4/29/2021,329.51,56526770,330.12,331.81,321.61,10.199999999999989,0.6100000000000136,321.37857142857143,315.0942857142857,317.7419047619048,4.794727759293439,8.493237674196525
547,4/28/2021,307.1,33907210,307.36,310.92,305.37,5.550000000000011,0.2599999999999909,319.6671428571429,314.89,316.5204761904762,7.257498913276879,8.060332794731234
548,4/27/2021,303.57,15309260,304.28,305.34,301.11,4.229999999999961,0.7099999999999795,317.31714285714287,314.0407142857143,315.37333333333333,9.454837763964095,8.10977948733802
549,4/26/2021,303.04,16172590,303.34,305.8,301.56,4.240000000000009,0.2999999999999545,315.6057142857143,313.1192857142857,314.1947619047619,10.911925979012715,8.012921826050187
550,4/23/2021,301.13,17559500,298.76,302.59,297.15,5.439999999999998,-2.3700000000000045,313.1442857142857,312.82428571428574,313.0757142857143,12.069041465865698,8.122913622229472
551,4/22/2021,296.52,16375350,301.33,302.92,296.04,6.8799999999999955,4.810000000000002,309.4214285714285,312.39357142857136,312.13714285714286,12.677322835904183,8.846687031227393
552,4/21/2021,301.47,14863470,301.95,301.98,297.39,4.590000000000032,0.47999999999996135,306.04857142857145,312.03214285714284,311.32095238095235,10.821955196993626,9.00882339973066
553,4/20/2021,302.65,16796440,301.99,305.1,297.21,7.890000000000043,-0.6599999999999682,302.2114285714286,311.795,310.79999999999995,3.1815689450967253,9.185628993156415
554,4/19/2021,302.24,14553510,305.01,307.7,300.56,7.139999999999986,2.769999999999982,301.51714285714286,310.59214285714285,310.4323809523809,2.3615934894783788,9.373488093955999
555,4/16/2021,306.18,13059160,308.17,308.95,304.61,4.339999999999975,1.990000000000009,301.89,309.6035714285714,309.9904761904762,2.88725936948684,9.343314441985813
556,4/15/2021,307.82,14558270,306.34,310.14,304.1,6.039999999999964,-1.4800000000000182,302.5728571428572,309.0892857142857,309.60380952380956,3.6650589548982744,9.252364279567722
557,4/14/2021,302.82,17421390,307.3,308.03,301.95,6.079999999999984,4.480000000000018,302.8142857142857,307.9792857142857,309.48761904761903,3.6094129584718915,9.324679031877453
558,4/13/2021,309.76,14036930,312.21,314.43,309.32,5.110000000000014,2.4499999999999886,304.7057142857143,307.06357142857144,309.8309523809524,3.208051626473342,9.188201622055045
559,4/12/2021,311.54,10881940,311.05,312.15,307.93,4.21999999999997,-0.4900000000000091,306.1442857142857,306.09642857142853,310.0695238095238,3.7305221133399646,9.163215306966253
560,4/9/2021,312.46,15988570,311.4,314.74,310.33,4.410000000000025,-1.0600000000000023,307.5457142857143,304.87857142857143,310.37857142857143,4.029701631401326,9.127411618693367
561,4/8/2021,313.02,20894150,314.85,315.88,310.05,5.829999999999984,1.830000000000041,309.0857142857143,305.3014285714286,310.09,3.711400711068348,8.932262871183086
562,4/7/2021,313.09,22855240,306.34,314.25,305.5,8.75,-6.75,310.0728571428571,305.9814285714286,309.76,3.7286490595854325,8.671258847475146
563,4/6/2021,306.26,17335250,308.84,311.35,305.25,6.100000000000023,2.579999999999984,309.84999999999997,306.2114285714286,309.34285714285716,3.9270811892154955,8.616097807504717
564,4/5/2021,308.91,28237010,300.89,310.77,300.68,10.089999999999975,-8.020000000000039,310.71999999999997,306.76714285714286,308.89285714285717,2.5395603294055076,8.364714067347894
565,4/1/2021,298.66,17615980,298.4,302.4,296.6,5.7999999999999545,-0.26000000000004775,309.13428571428574,306.92,307.75380952380954,5.2538362401314656,8.029621084573131
566,3/31/2021,294.53,19498160,289.99,296.5,288.61,7.889999999999986,-4.539999999999964,306.7042857142857,306.42428571428576,306.2990476190476,7.436174771891723,7.482397947686034
567,3/30/2021,288.0,17474540,289.83,292.47,286.7,5.770000000000039,1.829999999999984,303.21,305.3778571428571,304.3223809523809,9.687036010395046,6.456705742678442
568,3/29/2021,290.82,21718830,285.77,293.18,284.7,8.480000000000018,-5.050000000000011,300.0385714285714,304.5621428571429,303.5471428571429,9.57342054609556,7.056058491005398
569,3/26/2021,283.02,17629190,278.3,284.5,277.77,6.730000000000018,-4.71999999999997,295.74285714285713,302.90785714285715,302.56857142857143,9.487027483686022,8.35766910430541
570,3/25/2021,278.74,24505650,280.98,288.06,277.75,10.310000000000002,2.240000000000009,291.81142857142856,300.8307142857143,301.41142857142853,10.085601004356178,9.839900043042185
571,3/24/2021,282.14,18675050,291.0,291.72,281.16,10.560000000000002,8.860000000000014,287.9871428571429,299.3535714285714,300.50714285714287,7.177689308513278,10.7018900867319
572,3/23/2021,290.63,23000930,293.15,298.0,289.81,8.189999999999998,2.519999999999982,286.84000000000003,297.9871428571428,300.2266666666667,5.671252066344935,10.887188954604056
573,3/22/2021,293.54,28273070,290.45,299.71,286.75,12.95999999999998,-3.090000000000032,286.6985714285714,296.70142857142855,299.8490476190476,5.455768899590241,10.979045452476203
574,3/19/2021,290.11,38930540,281.22,292.8,281.2,11.600000000000023,-8.889999999999986,287.0,295.105,299.25190476190477,5.596138549633006,11.158638635173908
575,3/18/2021,278.62,18754850,279.87,285.19,278.28,6.910000000000025,1.25,285.25714285714287,292.6478571428571,298.1271428571428,6.086456862812606,12.001008767120021
576,3/17/2021,284.01,21315040,275.71,286.23,275.41,10.819999999999993,-8.300000000000011,285.3985714285715,290.5707142857143,297.07142857142856,6.037111419026142,12.230135439031883
577,3/16/2021,279.28,22437670,276.09,282.14,274.8,7.339999999999975,-3.1899999999999977,285.47571428571433,288.6435714285714,295.7123809523809,5.940524267390062,12.55734880647745
578,3/15/2021,273.75,16856750,269.08,275.96,268.5,7.4599999999999795,-4.670000000000016,284.27714285714285,286.13214285714287,294.3280952380952,7.394235850278587,13.314140835607782
579,3/12/2021,268.4,20600200,269.14,269.74,264.02,5.720000000000027,0.7400000000000091,281.1014285714285,283.9707142857143,292.3585714285714,8.842860450804451,13.96064084693345
580,3/11/2021,273.88,21833980,268.11,277.9,267.82,10.079999999999984,-5.769999999999982,278.29285714285714,282.4957142857143,290.5652380952381,7.204067634066898,13.79127137686737
581,3/10/2021,264.9,14210320,268.64,268.97,262.87,6.100000000000023,3.740000000000009,274.69142857142856,280.8457142857143,288.30047619047616,6.586897166779904,13.920479688639729
582,3/9/2021,265.74,22039740,261.18,268.53,259.81,8.71999999999997,-4.560000000000002,272.8514285714285,279.0542857142857,286.0490476190476,7.0865892796934356,13.540804593802655
583,3/8/2021,255.31,18391770,265.55,265.58,255.05,10.529999999999973,10.240000000000009,268.75142857142856,277.075,283.29761904761904,7.819169667281289,13.641418879557545
584,3/5/2021,264.28,26820060,260.67,265.45,255.61,9.839999999999975,-3.609999999999957,266.6085714285714,276.0421428571429,281.2985714285714,6.3749050413109405,13.176200243510047
585,3/4/2021,257.64,31626460,256.47,266.49,253.5,12.990000000000009,-1.169999999999959,264.3071428571428,274.29214285714284,278.85714285714283,6.274229605527228,12.538759963748584
586,3/3/2021,255.41,15513520,260.29,260.99,255.1,5.890000000000015,4.880000000000024,262.4514285714286,271.77642857142854,276.79761904761904,6.763846116355056,12.674681417990483
587,3/2/2021,259.0,15191720,265.78,266.71,258.65,8.060000000000002,6.779999999999973,260.32571428571424,269.3092857142857,275.10571428571427,4.549123934500524,12.56016622956165
588,3/1/2021,264.91,22157260,260.82,266.65,257.9,8.75,-4.090000000000032,260.32714285714286,267.50928571428574,274.00619047619045,4.550801080711782,12.384380273628576
589,2/26/2021,257.62,26619520,256.47,265.55,256.47,9.079999999999984,-1.1499999999999773,259.1671428571429,266.00928571428574,272.42523809523806,3.9342331497011442,12.249026336424173
590,2/25/2021,254.69,19053140,262.3,266.94,254.04,12.900000000000006,7.610000000000014,259.0785714285715,263.915,271.0761904761905,4.041070108160027,12.579435788692686
591,2/24/2021,264.31,15736120,262.33,266.38,258.39,7.990000000000009,-1.9800000000000182,259.0828571428571,262.8457142857143,270.38904761904763,4.04751658133817,12.533905977290445
592,2/23/2021,265.86,21924560,259.5,267.46,254.96,12.499999999999972,-6.360000000000014,260.25714285714287,262.2821428571429,269.61380952380955,4.699105284648104,12.271476062880264
593,2/22/2021,260.33,17434870,257.95,263.07,257.53,5.5400000000000205,-2.3799999999999955,260.96,261.7057142857143,268.1709523809524,4.194083133814917,11.429288650111108
594,2/19/2021,261.56,25622590,269.86,270.27,260.15,10.120000000000005,8.300000000000011,261.3257142857143,260.8257142857143,266.6480952380952,4.105365826749921,9.909560847505645
595,2/18/2021,269.39,15249130,269.57,271.95,266.03,5.920000000000016,0.18000000000000682,261.9657142857143,261.14642857142854,265.6614285714286,5.007370757671076,8.368396671829327
596,2/17/2021,273.57,12763240,271.24,273.97,269.58,4.390000000000043,-2.329999999999984,264.2442857142857,261.7057142857143,265.4209523809524,6.189689968389347,8.043655204417984
597,2/16/2021,273.97,15417240,270.8,276.6,270.05,6.550000000000011,-3.170000000000016,266.9985714285714,263.0385714285714,264.9428571428572,5.47838306002777,7.130011320363613
598,2/12/2021,270.5,9097597,270.52,271.18,268.34,2.840000000000032,0.01999999999998181,267.8828571428571,263.48285714285714,264.52476190476193,5.471653358557072,6.474559922528974
599,2/11/2021,270.39,12828570,271.89,273.58,268.49,5.089999999999975,1.5,268.53000000000003,264.3935714285714,264.3647619047619,5.460405967815202,6.273583201840757
600,2/10/2021,271.87,14687150,272.45,273.8,267.72,6.079999999999984,0.5799999999999841,270.17857142857144,265.56928571428574,264.53000000000003,4.159072126376232,6.428954036228774
601,2/9/2021,269.45,14613380,266.44,273.39,265.75,7.639999999999986,-3.009999999999991,271.30571428571426,266.3157142857143,264.31904761904764,1.8772840057152058,6.174456984023893
602,2/8/2021,266.58,13755190,268.75,269.86,265.0,4.860000000000014,2.170000000000016,270.9042857142857,266.435,264.3990476190476,2.539014619515642,6.193215566049787
603,2/5/2021,268.1,12454370,266.8,269.17,265.67,3.5,-1.3000000000000114,270.12285714285713,267.1835714285714,264.51142857142855,2.420851876828231,6.240000228933099
604,2/4/2021,266.49,16059960,267.01,268.16,264.0,4.160000000000025,0.5199999999999818,269.0542857142857,268.02642857142854,265.0438095238095,2.0642743450054195,5.882382575270563
605,2/3/2021,266.65,14223380,265.62,269.2,263.84,5.360000000000014,-1.0299999999999727,268.50428571428574,268.19357142857143,265.15666666666664,2.126827505491286,5.889726083042848
606,2/2/2021,267.08,17320790,264.0,268.85,263.27,5.580000000000041,-3.079999999999984,268.0314285714286,268.2807142857143,265.6061904761905,2.001994243847883,5.642397075875326
607,2/1/2021,262.01,22914260,259.52,264.17,254.91,9.26000000000002,-2.490000000000009,266.62285714285713,268.4007142857143,265.92047619047617,2.2979100235234844,5.2135827184237025
608,1/29/2021,258.33,30389500,265.3,266.56,254.85,11.710000000000008,6.970000000000027,265.0342857142857,268.17,265.8885714285714,3.5307263518216647,5.25989475722513
609,1/28/2021,265.0,37758840,277.18,286.79,264.7,22.090000000000032,12.180000000000007,264.8085714285714,267.8564285714286,265.89285714285717,3.465339947595374,5.2590941642561395
610,1/27/2021,272.14,35346190,282.53,283.45,268.12,15.329999999999984,10.389999999999986,265.38571428571424,267.7542857142857,266.5842857142857,4.332746846760678,5.068079095103685
611,1/26/2021,282.05,19373640,278.14,285.39,277.81,7.579999999999984,-3.910000000000025,267.60857142857145,268.33142857142855,267.8871428571428,7.686866350193292,5.365522474886506
612,1/25/2021,278.01,19086990,278.14,280.1,271.51,8.590000000000032,0.12999999999999545,269.2314285714286,268.86785714285713,268.5395238095238,8.596149193237668,5.729377345038925
613,1/22/2021,274.5,21954040,272.01,278.47,272.0,6.470000000000027,-2.490000000000009,270.2914285714286,269.1614285714286,268.95095238095234,8.7428702925527,5.836557122787323
614,1/21/2021,272.87,20838690,269.26,273.6,267.49,6.110000000000014,-3.6100000000000136,271.8428571428571,269.23285714285714,269.5480952380952,7.956602529317607,5.544627687267778
615,1/20/2021,267.48,25199920,268.93,270.32,263.6,6.71999999999997,1.4499999999999886,273.15,269.09214285714285,269.83000000000004,5.8355519590426095,5.261446569142383
616,1/19/2021,261.1,28028550,256.9,262.2,252.72,9.47999999999999,-4.2000000000000455,272.59285714285716,268.7007142857143,269.43523809523805,6.842625505574832,5.596441386311161
617,1/15/2021,251.36,24942930,247.9,253.86,247.16,6.700000000000017,-3.460000000000008,269.62428571428575,267.505,268.3776190476191,10.566230575349396,6.754744188165776
618,1/14/2021,245.64,29739400,253.4,255.03,244.61,10.419999999999987,7.760000000000019,264.42285714285714,266.0157142857143,267.0285714285714,12.256528483882034,8.246324809094244
619,1/13/2021,251.64,19528940,251.55,253.95,249.2,4.75,-0.08999999999997499,260.6557142857143,264.94357142857143,266.1304761904762,11.407500247853784,8.853972823645055
620,1/12/2021,251.09,26449940,256.63,259.72,250.3,9.420000000000016,5.539999999999992,257.31142857142856,263.8014285714286,265.2114285714286,10.019441815078194,9.376010497918788
621,1/11/2021,256.84,30412290,260.48,263.47,255.9,7.570000000000022,3.640000000000043,255.02142857142857,263.4321428571429,264.49571428571426,7.345970388750867,9.415886878793003
622,1/8/2021,267.57,18528250,268.31,268.95,263.18,5.769999999999982,0.7400000000000091,255.03428571428572,264.0921428571429,264.4061904761905,7.371444582856113,9.375277316530177
623,1/7/2021,268.74,15789760,265.9,271.61,264.78,6.830000000000041,-2.840000000000032,256.12571428571425,264.3592857142857,264.5090476190476,8.838781697993518,9.412095359034542
624,1/6/2021,263.31,24354150,262.0,267.75,260.01,7.740000000000009,-1.3100000000000023,257.8328571428571,263.7285714285714,264.2809523809524,8.918575585608584,9.378701884992378
625,1/5/2021,270.97,9871557,268.29,272.4,268.21,4.189999999999998,-2.680000000000007,261.45142857142855,262.9371428571429,264.4942857142857,8.261419225476327,9.481847695160804
